title,address,commune,commune_encoded,district,district_encoded,province,province_encoded,paper,price_by_area,latitude,longitude
Căn hộ góc Trung tâm Quận HĐ,"KĐT mới Văn Phú, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,24731183.0,20.9589669,105.7673963
Chung cư MIPEC Kiến Hưng (Mipec City View) 67m²,"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Phường Vạn Phúc,121,Quận Hà Đông,19,Hà Nội,0,1,21194030.0,20.9590566,105.790772
BÁN CHUNG CƯ K5 NGÃ 6 Ô CHỢ DỪA_XÃ ĐÀN ĐỦ NỘI THẤT,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Phường Ô Chợ Dừa,131,Quận Đống Đa,24,Hà Nội,0,1,18750000.0,21.0200535,105.8246266
SIÊU ĐẸP_CHUNG CƯ MINI NGOẠI GIAO ĐOÀN_NGÕ Ô TÔ,"Khu Ngoại giao đoàn, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Tảo,124,Quận Bắc Từ Liêm,14,Hà Nội,0,1,13720930.0,21.0660289,105.7982094
"1 căn duy nhất 54.8m2 tầng cao, liên hệ ngay","Số 1, Số 1 đường Trần Thủ Độ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,0,27963636.0,20.9642105,105.8452224
"BÁN CĂN HỘ CHUNG CƯ PHẠM VĂN ĐỒNG-CV HÒA BÌNH, 42M","PHẠM VĂN ĐỒNG, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 1,10,Quận Bắc Từ Liêm,14,Hà Nội,0,1,15000000.0,21.0546953,105.7822526
CHUNG CƯ PH1 KIM NGƯU-TRẦN KHÁT CHÂN Ở NGAY ĐỦ ĐỒ,"Đường Kim Ngưu, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Phường Đống Mác,137,Quận Hai Bà Trưng,16,Hà Nội,0,1,18181818.0,21.0026592,105.8613382
Bán 3 ngủ view nội khu S5 - 03 98m2 chỉ 3.64 tỷ!,"Khu đô thị Nam Thăng Long, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Phường Phú Thượng,67,Quận Tây Hồ,23,Hà Nội,0,0,36697248.0,21.0738351,105.8076991
Cần tiền bán CH tập thể Vạn Bảo ( tầng 1) giá 2.48,"Đường Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Phường Liễu Giai,36,Quận Ba Đình,13,Hà Nội,0,0,34444444.0,21.0341986,105.8172682
CHUNG CƯ XÃ ĐÀN - TÔN ĐƯC THẮNG - 30M2 - 580TR/CĂN,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,0,19333333.0,21.0189723,105.830011
"CH tập thể Vĩnh Hồ giá 950 triệu, 35m2, đẹp","Đường Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Phường Thịnh Quang,97,Quận Đống Đa,24,Hà Nội,0,1,27142857.0,21.0067122,105.8205443
Bán Căn hộ Tòa N01-T7 Ngoại Giao Đoàn DT106m2,"Nguyễn Văn Huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Tảo,124,Quận Bắc Từ Liêm,14,Hà Nội,0,0,29245283.0,21.0595437,105.7975099
Căn hộ 2N1WC 60m2 bán cắt lỗ Vinhomes Ocean Park,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,25833333.0,21.0164183,105.9448441
CHUNG CƯ B9 TRẦN KHÁT CHÂN-PHỐ LÒ ĐÚC Ở NGAY ĐỦ ĐỒ,"Đường Trần Khát Chân, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Phường Đống Mác,137,Quận Hai Bà Trưng,16,Hà Nội,0,1,18181818.0,21.0089058,105.8585924
BÁN CHUNG CƯ D3 NGUYỄN CHÍ THANH_BA ĐÌNH. 1-2 NGỦ,"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Phường Ngọc Khánh,58,Quận Ba Đình,13,Hà Nội,0,1,16666667.0,21.0272099,105.812062
Hơn 200tr có ngay căn 2PN chuẩn bị đi vào bàn giao,"Lô CT3 CT4 Khu đô thị mới Kim Chung, Xã Kim Chung, Đông Anh, Hà Nội, Xã Kim Chung, Huyện Đông Anh, Hà Nội",Xã Kim Chung,157,Huyện Đông Anh,12,Hà Nội,0,1,264000.0,21.1230339,105.7742868
Căn hộ 2PN chung cư Bea Sky,"Khu đô thị mới Tây Nam Kim Giang I, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,1,28571429.0,20.9770874,105.8154156
MỞ BÁN CHUNG CƯ MINI GẦN VINCOM PHẠM NGỌC THẠCH,"Đường Phạm Ngọc Thạch, Phường Phương Mai, Quận Đống Đa, Hà Nội",Phường Phương Mai,77,Quận Đống Đa,24,Hà Nội,0,1,13953488.0,21.0086145,105.834091
"Chung cư Thanh Nhàn - Võ Thị Sáu 2pn, 2wc","Đường Thanh Nhàn, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Phường Quỳnh Lôi,83,Quận Hai Bà Trưng,16,Hà Nội,0,0,25454545.0,21.0028216,105.8549438
Bán Cắt lỗ bao phí căn 1N Vinhomes Ocean Park,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,24081633.0,21.0164183,105.9448441
Chung cư HH1 Linh Đàm 68m² 2 PN,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,18224574.0,20.9599379,105.8337546
Bán căn họ chung Cư VoV - Mễ Trì 72m,"Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Phường Trung Văn,105,Quận Nam Từ Liêm,21,Hà Nội,0,1,31250000.0,20.9946755,105.790377
"Căn 135m2 nội thất đẳng cấp bán 3,9 tỷ tại","136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,28888889.0,21.0421897,105.7671599
"Bán căn 2 ngủ 2 vs 68 m2 đồ chủ đầu tư giá 2,12 tỷ","Số 30, Số 30 Đường Trần Hữu Dực, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,0,32058824.0,21.031007,105.7598975
CHUNG CƯ TÔN ĐỨC THẮNG - 34M2 - 610TR - Ở NGAY.,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,0,17941176.0,21.0189723,105.830011
THANH KHOẢN GẤP CĂN 2 NGỦ THANH HÀ  ĐỦ ĐỒ,"đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Phường Kiến Hưng,33,Quận Hà Đông,19,Hà Nội,0,0,14285714.0,20.977862,105.7465724
"Bán căn hộ chung cư 3 ngủ, Imperia Garden 100m","203, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Phường Thanh Xuân Trung,91,Quận Thanh Xuân,22,Hà Nội,0,0,34000000.0,20.9952447,105.8007001
Căn hộ tầng 3.DT32m2.Đầm trấu.Nguyễn khoái.HBT.HN.,"A8.f306.Đầm Trấu., Nguyễn Khoái, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Phường Bạch Đằng,4,Quận Hai Bà Trưng,16,Hà Nội,0,1,40625000.0,21.0109766,105.8651916
Bán gấp CC V6 tại The Vesta giá 1150tr có S:72m2,"Tuyến đường sắt đô thị trên cao Cát Linh, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Phường Phú Lãm,65,Quận Hà Đông,19,Hà Nội,0,1,15972222.0,21.0283377,105.8273097
Bán căn 1 ngủ 48 m2 s105 12A02 vinhomes smart city,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,32708333.0,21.0095457,105.7439913
Nhà đẹp Full NTtại The Vesta 74m2 giá 1580tr,"Tuyến đường sắt đô thị trên cao Cát Linh, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Phường Phú Lãm,65,Quận Hà Đông,19,Hà Nội,0,1,21351351.0,21.0283377,105.8273097
"Bán gấp căn hộ 2 ngủ,2 vệ sinh tại V3 The Vesta","Tuyến đường sắt đô thị trên cao Cát Linh, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Phường Phú Lãm,65,Quận Hà Đông,19,Hà Nội,0,0,20895522.0,21.0283377,105.8273097
"NhàHồng Mai đẹp ở ngay, kinh doanh,oto đỗ sát nhà","Đường Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Phường Bạch Mai,3,Quận Hai Bà Trưng,16,Hà Nội,0,1,66666667.0,20.9990137,105.8529654
Chung cư Chung cư CT7 Dương Nội 107m² 3PN,"Đường Lê Văn Lương, Phường Dương Nội, Quận Hà Đông, Hà Nội",Phường Dương Nội,12,Quận Hà Đông,19,Hà Nội,0,1,62305296.0,21.0050126,105.8040481
Chung cư 60m2 Gia Lâm 2pn,"Đường Nguyễn Đức Thuận, Xã Cổ Bi, Huyện Gia Lâm, Hà Nội",Xã Cổ Bi,151,Huyện Gia Lâm,2,Hà Nội,0,0,19166667.0,21.0212437,105.9373949
Chung cư Quận Thanh Xuân 84m² 2PN,"Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Phường Nhân Chính,61,Quận Thanh Xuân,22,Hà Nội,0,1,32000000.0,20.9990138,105.8027825
Bán gấp căn hộ 2 ngủ chuyển công tác tại Hà Đông,"Khu đô thị Thanh Hà, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Phường Kiến Hưng,33,Quận Hà Đông,19,Hà Nội,0,0,15151515.0,20.9357778,105.7836431
FLC Đại Mỗ- Cơ hội mua nhà cho người thu nhập thấp,"Đường 70, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,1,19224138.0,20.9987082,105.7515087
Giá cận Tết! 2pn Vinhomes Trần Duy Hưng view hồ,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Phường Trung Hoà,101,Quận Cầu Giấy,15,Hà Nội,0,0,41388889.0,21.0105633,105.7994223
"Vinhomes Smart city 2PN 1WC 54m2 1,55 tỷ","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,28440367.0,21.0095457,105.7439913
Bán Nhanh Căn Hộ 3pn 132.9m2  chung cư tại Mỹ Đình,"Đường Trần Hữu Dực, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,0,28592927.0,21.029268,105.7637742
Chung cư CT4 Vimeco II .đt 102m² 3PN+2vs,"Đường Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Phường Trung Hoà,101,Quận Cầu Giấy,15,Hà Nội,0,1,39215686.0,21.0120283,105.7923126
Cần bán gấp căn hộ CT4 The Pride,"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,0,18627451.0,21.0050126,105.8040481
"Căn hộ HH Linh Đàm 82m2, 3PN, full NT nhà cực đẹp","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17021277.0,20.9599379,105.8337546
"Duplex Watermark 347m2, view Hồ Tây SIÊU SIÊU VIP","395, 395 Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Phường Nghĩa Đô,52,Quận Cầu Giấy,15,Hà Nội,0,1,63448117.0,21.055584,105.8084368
"Bán căn hộ 3PN mới tinh 121m1 chỉ 3,3 tỷ căn góc","43, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 1,10,Quận Bắc Từ Liêm,14,Hà Nội,0,1,27272727.0,21.0590335,105.7833251
ĐỐI DIỆN BỂ BƠI 500M2 CĂN 70M2 2PN CHỈ 500TR,"Đường Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,7142857.0,20.9587688,105.8463162
Bán lô đất nền Ba Vì view đẹp nằm vị trí đắc địa,"ba vì, Xã Yên Bài, Huyện Ba Vì, Hà Nội",Xã Yên Bài,178,Huyện Ba Vì,0,Hà Nội,0,1,6400000.0,21.0898469,105.3907614
CĂN HỘ A31 CẦU DIỄN - VĂN TIẾN DŨNG_ Ở NGAY- ĐỦ ĐỒ,"Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phúc Diễn,69,Quận Bắc Từ Liêm,14,Hà Nội,0,1,16875000.0,21.0452041,105.7516477
Sở hữu CH cao cấp sunshine garden chỉ từ 3 tỷ VNĐ,"Đường dương văn bé, vĩnh tuy, hai bà trưng, hà nội, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Phường Minh Khai,45,Quận Hai Bà Trưng,16,Hà Nội,0,0,30555556.0,20.9966988,105.8739
Căn hộ studio 2PN 1 VS,"Đường 70, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,0,20833333.0,20.9987082,105.7515087
Chung cư Khu đô thị mới Xa La 75m² 2PN,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,16400000.0,20.9684049,105.786636
BÁN CHUNG CƯ M6 KHÂM THIÊN_THỔ QUAN_DỌN VỀ Ở NGAY,"Đường Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Phường Thổ Quan,98,Quận Đống Đa,24,Hà Nội,0,1,18750000.0,21.0192679,105.8343318
Bán gấp căn hộ chung cư CT36 Định Công,"Đường Nguyễn Cảnh Dị, Phường Định Công, Quận Hoàng Mai, Hà Nội",Phường Định Công,136,Quận Hoàng Mai,18,Hà Nội,0,0,31111111.0,20.9779825,105.8359938
Căn hộ tầng thấp tòa CT6 Xa La giá chỉ 8xx triệu,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,0,14193548.0,20.9684049,105.786636
Chính Chủ Cần Bán Căn Hộ CC 2PN KĐT Kim Văn Kim Lũ,"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,1,20222222.0,20.9725489,105.8195447
"Chung cư HH4 Linh Đàm 65m² 2PN, full nội thất","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,20769231.0,20.9599379,105.8337546
Chung cư Quận Nam Từ Liêm 54m² 2PN,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,35185185.0,21.0095457,105.7439913
Chung cư Hateco Apollo Quận Nam Từ Liêm 90m² 3PN,"Đường Quốc lộ 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Phường Xuân Phương,123,Quận Nam Từ Liêm,21,Hà Nội,0,1,27777778.0,21.0265396,105.7417264
Chung cư Cao Cấp Park Kiara Quận Hà Đông 92m² 3PN,"Phố Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,1,39130435.0,20.9660302,105.7582699
Bán chung cư mini cạnh Keangnam,"mễ trì hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,21428571.0,21.0135318,105.7817423
"Vinhomes Green Bay 87m² 3PN, đồ cơ bản 4 tỷ","Số 7, Số 7 Đường Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,1,45977011.0,21.0041237,105.7819569
căn góc 2 ngủ FULL NT cực đẹp tại CT6 Xala Hà Đông,"Đường 70, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Phường Kiến Hưng,33,Quận Hà Đông,19,Hà Nội,0,0,14923077.0,21.0034828,105.7499413
Chung cư dự án chung cư Sunshine RiverSide 58m²,"Khu đô thị Ciputra Nam Thăng Long Hà Nội, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Phường Phú Thượng,67,Quận Tây Hồ,23,Hà Nội,0,1,41379310.0,21.0786522,105.802612
Chung cư Vinhomes Smart City Tây Mỗ Từ Liêm HN,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,38888889.0,21.0095457,105.7439913
"55m2, full đủ nội thất 910 triệu, như hình 2PN","Tuyến đường sắt đô thị trên cao Cát Linh, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Phường Phú Lãm,65,Quận Hà Đông,19,Hà Nội,0,1,16545455.0,21.0283377,105.8273097
Chung cư mini gần ĐH Thương Mại- từ 610tr- ở ngay,"Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phúc Diễn,69,Quận Bắc Từ Liêm,14,Hà Nội,0,1,14523810.0,21.0452041,105.7516477
Chính chủ cần bán chung cư Thanh Hà 750 triệu,"Đường Quốc lộ 21, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Phường Kiến Hưng,33,Quận Hà Đông,19,Hà Nội,0,0,11538462.0,20.9546144,105.7573348
"Căn hộ dịch vụ, mini Quận Thanh Xuân 46m² 2 PN","Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Phường Kim Giang,30,Quận Thanh Xuân,22,Hà Nội,0,0,19347826.0,20.9838511,105.814854
Chung cư Quận Hoàng Mai 45m² 2 PN,"Đường Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,1,25777778.0,20.9772735,105.8359605
Chung cư Goldmark City_Khu Ruby 138m² 3PN,"136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,30797101.0,21.0421897,105.7671599
Căn hộ Vin Smart City view Ngoại Khu 1tỷ500.,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,1,27272727.0,21.0095457,105.7439913
"Bán nhà khu Vip TT Giảng Võ, 70m2, mặt hồ. Giá 3.3","Đường Trần Huy Liệu, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Phường Giảng Võ,18,Quận Ba Đình,13,Hà Nội,0,0,47142857.0,21.0288348,105.8213945
Bán căn chung cư CT2 D2 VOV 61.5m2 có 2PN .1.52 tỷ,"Đường Lương Thế Vinh, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,24715447.0,20.9973443,105.7875688
Bán căn hộ 2PN 69m2 The Vesta Hà Đông,"Đường Phú Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Phường Phú Lãm,65,Quận Hà Đông,19,Hà Nội,0,1,17937220.0,20.9446825,105.7591143
Căn hộ cao cấp 1PN 38m2 90 Đường Láng full NT,"Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Phường Ngã Tư Sở,55,Quận Đống Đa,24,Hà Nội,0,0,35157895.0,21.0043958,105.8180744
Chung cư Thanh Trì 42.15m² 1PN giá 650 triệu,"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Xã Tả Thanh Oai,172,Huyện Thanh Trì,8,Hà Nội,0,0,15421115.0,20.9546476,105.812567
Chung cư CT3 Tây Nam Linh Đàm 58m² 2PN giá 1.69 tỷ,"Số 38, Số 38 đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,29137931.0,20.9594665,105.8321259
Chung cư The Emerald 81m² 2PN,"Lô CT08, Lô CT08 Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,0,197531.0,21.0169266,105.7743279
Mở bán đợt 1 căn hộ 65m2 TNRtheNosta 90 đường Láng,"90, Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Phường Ngã Tư Sở,55,Quận Đống Đa,24,Hà Nội,0,1,45076923.0,21.0041022,105.8186947
Bán căn chung cư 55m2 full NT mặt phố Triều Khúc,"Số 44 Triều Khúc, phường Thanh Xuân Nam, quận Thanh Xuân, Hà Nội, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Phường Thanh Xuân Nam,90,Quận Thanh Xuân,22,Hà Nội,0,0,38545455.0,20.9853877,105.7981635
CHUNG CƯ G16 HÀO NAM NHẠC VIỆN ÂM NHẠC NGÕ Ô TÔ,"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Phường Ô Chợ Dừa,131,Quận Đống Đa,24,Hà Nội,0,1,17647059.0,21.0253784,105.8272979
CHUNG CƯ MINI G15 Ô CHỢ DỪA_NHÀ MỚI_ĐÓN TẾT,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Phường Ô Chợ Dừa,131,Quận Đống Đa,24,Hà Nội,0,1,15348837.0,21.0200535,105.8246266
CHUNG CƯ G4 LÊ ĐẠI HÀNH NHẬN NHÀ Ở NGAY CK 5%,"Đường Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Phường Lê Đại Hành,40,Quận Hai Bà Trưng,16,Hà Nội,0,1,14651163.0,21.0123071,105.8451758
chung cư D2 khâm thiên-tôn đức thắng 600tr-840tr,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Phường Khâm Thiên,25,Quận Đống Đa,24,Hà Nội,0,0,17142857.0,21.0189953,105.8386116
Căn hộ cao cấp ngay Mỹ Đình sổ đỏ trao tay ở ngay,"136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,0,29807692.0,21.0421897,105.7671599
Chính chủ cần bán gấp căn hộ,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,392857.0,21.0396186,105.7672124
Chung cư The Pride 95m² 3PN,"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,0,19473684.0,21.0050126,105.8040481
Ở ngay CC Lương Khánh Thiện- Trương Định 630tr/căn,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Phường Trương Định,107,Quận Hai Bà Trưng,16,Hà Nội,0,1,24230769.0,20.995818,105.8498965
Cần bán gấp căn 3PN 93.4m tầng trung tại Goldmark,"136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,30319149.0,21.0421897,105.7671599
CHUNG CƯ S50 PHƯƠNG MAI - TRƯỜNG CHINH - ÔTO ĐỖ,"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Phường Phương Mai,77,Quận Đống Đa,24,Hà Nội,0,0,15111111.0,21.0012748,105.8393044
Bán gấp chung cư Xuân La- Võ Chí Công 600-900tr,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",Phường Xuân La,122,Quận Tây Hồ,23,Hà Nội,0,1,21428571.0,21.0596756,105.8040796
BÙNG NỔ CHÍNH SÁCH GIÁ 2.9 TỶ NHẬN CĂN 110M2,"136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,26363636.0,21.0421897,105.7671599
"Bán nhà 521 Trương Định, 40m2, 3.2 tỷ","trương định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Phường Trương Định,107,Quận Hai Bà Trưng,16,Hà Nội,0,1,80000000.0,20.9937815,105.8466875
Chung cư The Pride 73m² 2PN,"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,1,20547945.0,21.0050126,105.8040481
Bán Chuyển Nhượng Căn Studio Giá Mềm Tại Vinhomes,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,33892857.0,21.0095457,105.7439913
"Bán nhanh GIÁ 1.05 TỶ  56m2, 2PN , The Sparks","Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Phường Yên Nghĩa,127,Quận Hà Đông,19,Hà Nội,0,1,18750000.0,20.9903367,105.7827237
BÁN CHUNG CƯ MINI NGUYỄN VĂN HUYÊN-TỪ 630TR/CĂN,"Đường Nguyễn Văn Huyên, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,1,13043478.0,21.066046,105.7977252
CĂN HỘ TẦNG CAO CHUNG CƯ LOTUS SÀI ĐỒNG,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Phường Sài Đồng,85,Quận Long Biên,20,Hà Nội,0,1,35000000.0,21.0348453,105.9127108
